,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI
237,Devin Shore,C,29.2,73,206,59.520913652277954,9.300151659908389,0.1289487116399748,0.5876158722194662
238,Devon Toews,D,29.6,73,191,73.57164287770605,20.24574135503048,1.855439046392474,2.98158352064924
239,Dillon Dube,C,25.2,71,185,76.19097538912199,13.176869313845229,1.4542236166622922,1.1500886989227184
240,Dillon Heatherington,D,28.4,76,215,42.65446274292418,15.037131013820105,0.3078004115498576,1.4774523545841778
241,Dmitri Samorukov,D,24.3,75,188,39.114133119497104,15.303842443154393,0.675731289342032,1.125121985142365
242,Dmitry Kulikov,D,32.9,73,201,71.7367717003032,16.629176150439296,0.0,2.597257313401081
243,Dmitry Orlov,D,32.2,71,214,71.68462347696317,18.963435733871624,1.178848855051731,1.75561776090136
244,Dominic Toninato,C,29.6,74,191,45.85850663782619,7.391258086208959,0.125094144928006,1.292860078214524
245,Dominik Kubalik,L,28.1,74,190,77.39523700892184,13.096414387808393,2.3477028634626453,0.1977733494688042
246,Dougie Hamilton,D,30.3,78,230,73.98316567834267,18.739424978447506,2.821333939163964,0.6959492338883742
247,Drake Batherson,R,25.4,75,200,71.45782629106384,15.374438466444014,3.786488149375388,0.2487742412853453
248,Drake Caggiula,C,29.3,70,176,45.37241650582365,11.460478137636647,0.2733139420766854,1.0408507855605142
249,Drew Doughty,D,33.8,73,210,77.86011839712445,19.020345771053886,1.891513453974774,2.0231718323952967
250,Drew Helleson,D,22.5,75,190,37.32201539251386,14.635412133232258,0.656734947912647,0.8459455473301427
251,Drew O'Connor,L,25.3,75,200,60.64790227693578,9.520354827039078,0.20665021463351,0.5700805551361661
252,Dryden Hunt,L,27.9,72,193,58.69433540650839,10.994266680791895,0.3248038982984833,0.20337637000748798
253,Dylan Coghlan,D,25.6,74,208,46.82430823137087,13.18867943827928,1.0866025899653389,0.5363816874008374
254,Dylan Cozens,C,22.6,75,195,71.98531868729272,13.715648154232296,2.78894819519995,1.1628487829468792
255,Dylan DeMelo,D,30.4,72,195,73.99841327087267,16.861011443354183,0.0432616262479625,2.6062976061487793
256,Dylan Gambrell,C,27.1,71,185,67.96626139150135,10.759892049140603,0.2072833215307046,2.1060500550215044
257,Dylan Guenther,R,20.5,74,175,48.26536098619164,9.3333325632179,1.115298805747618,0.0
258,Dylan Holloway,L,22.0,73,203,58.55217400330548,8.125829339777384,0.5102744041291727,0.0
259,Dylan Larkin,C,27.2,73,198,72.94126196456271,15.478247578501843,3.33905525112086,1.5323960748578682
260,Dylan McIlrath,D,31.4,77,232,45.18914577797084,14.2999879177193,0.0,1.6723292468836628
261,Dylan Samberg,D,24.7,76,219,65.8270319482146,13.14265022934756,0.2454060296257469,1.7875027649747608
262,Dylan Strome,C,26.6,75,200,71.67203721161924,14.271902464204192,3.026693664712773,0.2291201248546071
263,Dysin Mayo,D,27.1,74,183,47.0767238256923,16.588810280783843,0.1325548911222029,2.464458549548604
264,Eeli Tolvanen,R,24.4,70,191,67.0268704312907,13.022627564322235,2.3891587547742503,0.3299550831043411
265,Eetu Luostarinen,C,25.1,75,190,74.15596113399934,13.191722603920764,0.9037479062104928,2.2907446609963107
266,Egor Afanasyev,L,22.7,76,211,45.299923941820566,10.62743427727474,0.5263053449389539,0.021289239557976014
267,Egor Sokolov,L,23.3,75,222,41.14751202705785,10.40469671835382,0.7655253501735657,0.11509242237882022
268,Egor Zamula,D,23.5,75,177,43.39477381033632,14.404866284081288,0.5237806118842219,0.7046020473382439
269,Elias Lindholm,C,28.8,73,202,78.15658035447318,14.19625813403182,2.895327371699471,2.2258577730799756
270,Elias Pettersson,C,24.9,74,176,75.9583101338355,14.980250879923606,3.6750644290760346,1.5768969309647825
271,Elliot Desnoyers,L,21.7,71,183,38.28067495891343,10.49170615918997,0.595722487903741,0.04831182181950966
272,Elmer Soderblom,L,22.2,80,246,46.30333095323079,10.450307718501284,0.8127808637662923,0.0
273,Emil Bemstrom,R,24.3,72,195,57.9957263290906,11.0378583673002,1.4334945835370965,0.0650740819440565
274,Eric Robinson,L,28.3,74,205,73.47615948155749,12.182764538726,0.1554220686170135,1.971155191336046
275,Eric Staal,C,38.9,76,195,70.73330417596362,7.239036452459469,0.0,1.4733471352571423
276,Erik Brannstrom,D,24.1,70,185,62.18606036129357,15.545683095485453,1.1855207866673343,1.5900668288893614
277,Erik Cernak,D,26.3,76,224,66.6929722264766,17.11681812863247,0.2050267487899135,2.9496923657872736
278,Erik Gudbranson,D,31.7,77,222,70.95724599440781,18.249709431357783,0.0,2.291953875961046
279,Erik Gustafsson,D,31.5,72,197,63.20183751358206,16.896901299701096,2.051562195272381,0.4484728377699947
280,Erik Haula,L,32.5,71,191,75.12151112796464,13.415895830183432,1.0500716461110349,1.7326481745945297
281,Erik Johnson,D,35.5,76,225,70.75654959787813,14.624881166531512,0.0,1.8897770627395092
282,Erik Karlsson,D,33.3,72,190,70.98591860726934,20.83514499580888,2.977848081405682,0.8070810011414931
283,Esa Lindell,D,29.4,75,220,76.67192062967777,17.47790244056495,0.2277132991059396,3.2541413760575644
284,Ethan Bear,D,26.3,71,197,64.23421830041107,17.106339410199084,0.3276913542729485,1.8760007786840203
285,Evan Bouchard,D,23.9,75,194,75.21664305373311,16.44755422404789,2.099613602949228,1.1347327372509832
286,Evan Rodrigues,C,30.2,71,184,69.98787060516615,14.961072310725283,1.8080043414951303,0.5846052221163902
287,Evander Kane,L,32.2,74,210,61.00958213809005,16.28072477500896,1.646282893659922,0.9292417823788426
288,Evgeni Malkin,C,37.2,75,195,62.14682465465279,14.023381800609162,3.492053371586781,0.0
289,Evgenii Dadonov,R,34.6,71,189,73.89324989911351,12.72445196463172,1.6607682425743184,0.1725784362150512
290,Evgeny Kuznetsov,C,31.4,74,207,73.58572799508937,14.346262422587843,2.7762124202508653,1.0200507336699698
291,Evgeny Svechnikov,L,26.9,75,208,68.6725701094138,10.73331553431748,0.4706474434829917,0.1947657353026956
292,Fabian Zetterlund,L,24.1,71,220,68.17228610450333,12.087182721839866,0.8476473670596241,0.0382641977055882
293,Filip Chytil,C,24.1,74,204,69.2363914067192,13.93191799103571,1.4901544601334784,0.2870957312289103
294,Filip Forsberg,L,29.1,73,205,64.19898209118848,14.90163514020454,3.051568680828548,0.1656056169319967
295,Filip Hallander,C,23.3,73,190,39.807021889582415,10.95943708168378,0.7716326610386748,0.23605876267593162
296,Filip Hronek,D,25.9,72,190,72.22454731539125,18.59967345564527,2.389752975606256,1.908988944807263
297,Filip Kral,D,23.9,74,198,38.73842442997436,15.205992045637212,0.6897633706613391,1.1321607774471611
298,Filip Roos,D,24.7,76,190,46.03398270606388,15.406306987743864,0.8280390981595278,0.9748759192718017
299,Filip Zadina,R,23.8,72,190,52.32617181941972,11.853147089342665,1.4951119123337309,0.02668310743922253
300,Frank Vatrano,R,29.6,71,197,76.31022084051261,14.030608874480109,1.5068509212404408,0.7885732798439355
301,Frederic Allard,D,25.8,73,179,40.90695329664917,15.901587432665316,0.6166397593520783,1.2659632777650107
302,Frederick Gaudreau,C,30.4,72,184,76.88582313868042,12.562954844161226,1.2446016192770102,1.8183503545384883
303,Fredrik Karlstrom,C,25.7,75,200,43.80375544801288,11.275505834769351,0.8566058545082595,0.3266289827631761
304,Fredrik Olofsson,L,27.3,74,190,54.64373229182361,11.029159686940842,0.5320919405300744,0.2746107174613349
305,Gabriel Carlsson,D,26.7,77,195,42.94000899017105,13.103592631845888,0.1489463460415334,0.9946804409902217
306,Gabriel Fortier,L,23.6,70,177,39.90530029352392,10.779303745913971,0.6699452981103575,0.1598823860684272
307,Gabriel Vilardi,"C, R",24.1,75,215,66.52244183584459,12.233358213766993,2.8181927852651016,0.053161712892851876
308,Garnet Hathaway,R,31.9,75,208,77.47201837870824,10.862838307835588,0.0031600103494495,1.3611092811713752
309,Gavin Bayreuther,D,29.4,73,196,57.96859186164309,14.643401600131506,0.2455936723295793,1.1161910519127938
310,Givani Smith,R,25.6,74,214,56.70575586268266,8.278199606523607,0.2100254459422028,0.13566012438644048
311,Glenn Gawdin,C,26.5,73,191,43.60745129035122,10.845132994302324,0.8503445108738186,0.4322284388032993
312,Grigori Denisenko,L,23.3,71,186,46.54370557288536,10.467648809534207,0.5687696831150306,0.04367813764355866
313,Guillaume Brisebois,D,26.2,74,175,47.28817278227452,15.299330567696035,0.4436427241669585,1.568652573114957
314,Gustav Forsling,D,27.3,72,186,71.69119142510503,19.315327387483144,1.1036223299056958,2.86546459175219
315,Gustav Lindstrom,D,24.9,74,186,54.43200159614933,14.584598026529294,0.23184677126066,0.9142143105025005
316,Gustav Nyquist,"C, L",34.1,71,180,68.49289207369384,13.560287240540076,1.461710443372442,1.4375890197554122
317,Gustav Olofsson,D,28.8,74,199,42.87867661054632,15.625928897841828,0.3287275782920562,1.3926314183319768
318,Hampus Lindholm,D,29.7,76,215,74.10731588599482,18.365792619122548,1.970972000083352,2.186798075049526
319,Hayden Hodgson,R,27.6,74,208,43.43963826438628,11.887052530922595,0.929172904759746,0.3845984173538839
320,Haydn Fleury,D,27.2,76,208,53.18669220210288,14.297643735268602,0.1581100128646231,1.161155296634515
321,Henri Jokiharju,D,24.3,72,200,64.82654762706757,19.441692042923084,0.5113177290605146,2.0183113448342342
322,Henrik Borgstrom,C,26.2,75,199,42.48841363887362,10.075445809685624,0.7824761533630611,0.2119823991379438
323,Henry Thrun,D,22.6,74,190,39.53479944030104,15.141633507728391,0.7415976529368364,0.8098446640512544
324,Hudson Fasching,R,28.2,75,204,63.88416717810382,12.313487754608618,0.3612105902775251,0.21020135762924108
325,Hugh McGing,L,25.2,68,176,41.67072035376876,11.717886919959248,0.9510629224763396,0.3357090788098539
326,Hunter McKown,C,21.1,73,205,40.6456851970354,9.877510056737274,0.7391192747078297,0.0
327,Ian Cole,D,34.6,73,225,74.83094037665909,16.000099046233704,0.0,2.4279362368333266
328,Ian Mitchell,D,24.7,71,193,53.764808682265,14.174692730017355,0.7617490148040946,0.4950025636232196
329,Ilya Lyubushkin,D,29.5,74,200,69.53027889367678,14.435721386389872,0.0293197863006866,1.8986815163980237
330,Ilya Mikheyev,R,29.0,74,192,64.15779888725108,14.044682752733046,1.3379325164446438,1.4333774437159308
331,Isaak Phillips,D,22.0,75,205,42.13963292220387,13.736338487657536,0.4364435220396316,0.6403040784435086
332,Isac Lundestrom,C,23.9,72,193,68.19121326928618,13.475007175268669,0.5191003309451971,1.9421358011751364
333,Ivan Barbashev,C,27.8,73,195,73.79114930004066,14.175807109424913,1.7583148825106758,1.0699629577169174
334,Ivan Provorov,D,26.7,73,201,76.78320849976753,20.0978836253241,1.212048823799309,2.752963957303262
335,J.J. Moser,D,23.3,73,173,64.36599982950962,16.570837209644328,2.002943291424398,2.5766241242005483
336,J.T. Compher,L,28.5,72,190,74.35838541519912,14.963820408369726,2.510133397107768,2.066092948690642
337,J.T. Miller,C,30.6,73,218,77.05127220168464,15.35222327005779,3.7002518050382047,1.694575683501363
338,JJ Peterka,R,21.7,72,189,68.96214085420134,10.818395017815371,1.1453004179388269,0.0
339,Jaccob Slavin,D,29.4,75,207,74.6520881002083,19.49468413842348,0.2687495563889868,2.754595417256229
340,Jack Drury,C,23.7,71,174,55.45027049547751,9.939584132355266,0.8015942126173565,0.22207497070131355
341,Jack Eichel,C,26.9,74,207,70.75829423075157,15.425636439453394,2.608756051410593,0.49879537588195166
342,Jack Hughes,C,22.4,71,175,69.39589696052448,17.653217289314718,3.268095773556825,0.3259585497974502
343,Jack Johnson,D,36.7,73,227,75.00017754575053,15.736718756269752,0.0,1.7332198272831172
344,Jack McBain,C,23.7,75,201,74.02156514500139,11.248214647359116,0.3018555572286803,1.7222453968698597
345,Jack Quinn,R,22.0,73,185,68.64644363231137,10.532107825139324,1.3981176217642588,0.2520549331520132
346,Jack Rathbone,D,24.4,70,177,43.07417326010564,14.246465907540149,0.9654925406863512,0.6539160510893869
347,Jack Roslovic,C,26.7,73,200,75.01947222964424,13.529084128146197,2.157068738575571,1.3747068512447815
348,Jack Studnicka,C,24.6,73,187,60.779808130189366,10.015309065184532,0.2899950704818623,0.4709196953431518
349,Jackson Cates,C,26.0,72,190,44.05067533437406,10.773189740245655,0.6562204263603868,0.3959693164667458
350,Jackson LaCombe,D,22.7,73,171,37.191317276331326,14.92793031396992,0.72122152196943,0.9040242491101251
351,Jacob Bernard-Docker,D,23.3,72,190,45.23649894977598,14.545213751056526,0.3629808245016637,0.531735449543242
352,Jacob Bryson,D,25.9,69,176,64.93873431804177,15.440212750879631,0.3582939348157021,1.359492783420323
353,Jacob Larsson,D,26.4,74,193,43.1438153342737,15.21851676054715,0.1491898768274395,1.6049176134917131
354,Jacob Lucchini,C,28.4,72,180,48.02127132566017,11.460849637546026,1.0331090095718236,0.4757012532015691
355,Jacob MacDonald,D,30.6,72,204,67.35404194547986,12.230793669200596,0.2873255187562109,0.5300600671798856
356,Jacob Moverare,D,25.1,75,210,39.89169029528894,15.441735066471768,0.4828742900769496,1.233485608470396
357,Jacob Peterson,C,24.2,73,180,45.1988488854346,10.763695506512134,1.043969928820936,0.12616759787930143
358,Jacob Trouba,D,29.6,75,203,72.39789615375616,18.50883949402009,1.1210672245143032,2.1604544271757082
359,Jaden Schwartz,C,31.3,70,185,73.71417217157725,14.045002841579857,2.0172027768452656,0.2858563050445462
360,Jake Bean,D,25.3,73,196,45.27207891911405,17.18350265143185,1.1912125352703733,1.054371576598867
361,Jake Christiansen,D,24.1,72,193,48.34477532771199,13.991949929491051,0.5657567054432657,0.5293543123562647
362,Jake DeBrusk,L,27.0,72,197,69.42693311644888,13.268183729655632,2.600924170490941,1.2669601816392597
363,Jake Evans,C,27.3,72,186,67.71680907978376,12.238632663999097,0.2933173912034659,2.5150086976741193
364,Jake Guentzel,L,29.0,71,180,76.56289967829689,16.684360113775252,3.672536658184578,0.17226384511805481
365,Jake Leschyshyn,C,24.6,71,195,55.261655542410864,9.84453879516767,0.1703633107136761,0.47676128375451077
366,Jake Livingstone,D,24.5,75,205,40.58180922526505,15.571198229867996,0.6542575798335493,1.1230202302150323
367,Jake McCabe,D,30.0,73,204,74.1199797895756,17.286251040477374,0.085443380602211,2.0844995469781495
368,Jake Middleton,D,27.7,75,219,75.07346677848003,16.956808721427322,0.0993772890495989,2.040532560899026
369,Jake Muzzin,D,34.6,75,227,44.56334329964079,16.088931419803924,0.0,2.138574611437497
370,Jake Neighbours,L,21.5,72,201,54.343492638629726,9.59736326527943,0.5775015439160462,0.0
371,Jake Sanderson,D,21.2,75,195,67.09499963163638,14.044410424569747,2.3289991693526058,2.1414376142074385
372,Jake Walman,D,27.6,74,215,63.10115451619954,16.281424803505143,0.7994429182905822,1.8600755517207332
373,Jakob Chychrun,D,25.5,74,220,62.81598250974858,19.779969995503723,2.6926309236107464,1.3435022608657112
374,Jakob Pelletier,L,22.6,69,170,48.06553235568468,11.027544393953434,1.3720621508349256,0.0
375,Jakob Silfverberg,R,33.0,73,207,69.8004695175572,11.539719276533354,1.5593480874956382,2.318514835689997
376,Jakub Lauko,C,23.5,72,196,48.96294609689622,9.837885335163072,0.4509729118549774,0.2313100307882613
377,Jakub Voracek,R,34.1,74,216,47.89541527489392,12.248946644105953,2.276628489811684,0.0
378,Jakub Vrana,L,27.6,72,190,53.520554613504125,12.53101837825483,2.2620788217525702,0.19130649892791884
379,Jakub Zboril,D,26.6,73,201,49.74624494508053,14.901989740687895,0.4192772761820598,1.112739675710053
380,Jalen Chatfield,D,27.4,73,188,74.4186028522705,13.952012082319214,0.0452629010771603,1.1656768176488275
381,James Hamblin,L,24.4,69,176,44.6199340629716,10.868984410881632,0.7696222219822464,0.35443964314882903
382,James van Riemsdyk,L,34.4,75,208,72.09591987779069,13.15103600591103,2.0518954641671043,0.01150312291596578
383,Jamie Benn,L,34.2,74,205,76.17095506471956,12.476052341362164,2.5102854894522606,0.7812321900070218
384,Jamie Drysdale,D,21.5,71,183,37.78893808589139,15.41248597173174,1.8435963995213247,0.0
385,Jamie Oleksiak,D,30.8,79,257,74.46983581627616,17.15023058914135,0.0334056001995786,2.5022271571093584
386,Jan Jenik,R,23.0,73,185,39.51251828096416,10.497489655238391,0.6625267503469399,0.06407306945068347
387,Jan Rutta,D,33.2,75,204,64.64914741098235,14.968479230753704,0.0,2.1469770449780503
388,Jani Hakanpaa,D,31.5,78,225,77.88823202770848,16.132381073034217,0.0,2.8458581791432445
389,Jansen Harkins,C,26.4,73,182,51.46450428573556,9.998605984034445,0.2619040135192554,0.18913760953735204
390,Jared McCann,L,27.3,73,191,73.02213714645022,13.287358120499654,2.645373192541824,0.8777129910432586
391,Jared Spurgeon,D,33.8,69,166,73.47004880450355,17.340128466580126,1.426939501820902,2.5305526487899566
392,Jaret Anderson-Dolan,C,24.1,71,200,59.29689924146213,10.004175938937983,0.4330381142393424,0.1530668596787823
393,Jarred Tinordi,D,31.6,78,229,61.62530190459012,14.574846404721248,0.0,1.5605877294837405
394,Jason Demers,D,35.3,73,195,43.094435433194406,15.222757422852156,0.0,1.501932445791003
395,Jason Dickinson,C,28.2,74,200,72.69339109962172,13.713101632697327,0.645479213084186,1.828141303181705
396,Jason Robertson,L,24.2,75,200,74.82204976668525,16.22078745374776,3.2616266105790555,0.2504473213173162
397,Jason Zucker,L,31.7,71,192,64.97234365580186,14.090733549294937,1.4661895639494502,0.08031970312600145
398,Jaycob Megna,D,30.8,78,220,59.41752009335859,16.908165126506635,0.0121192248291512,1.8014213251568656
399,Jayson Megna,C,33.7,73,195,66.53657201377999,8.04877695045283,0.0,0.7162335420409428
400,Jean-Gabriel Pageau,C,30.9,71,185,74.05814856787008,13.607218408962488,2.185000893277289,1.7668105033234969
401,Jean-Luc Foudy,C,21.4,71,177,39.85601481995844,9.890284512128916,0.5617378734966343,0.0
402,Jean-Sebastien Dea,C,29.6,71,174,45.45517462545965,11.140994359975569,0.7206660175832162,0.3589600352552127
403,Jeff Carter,C,38.7,75,219,72.40074792908906,11.217163362933722,1.2546940574800334,0.9550714912199743
404,Jeff Petry,D,35.8,75,209,69.33346008551565,17.47704170278026,1.9205522202420011,2.0776647802889334
405,Jeff Skinner,L,31.4,71,197,76.38255762009976,14.160044658075668,2.8573980810934323,0.097714935790712
406,Jeffrey Viel,L,26.7,74,205,44.13651706982385,8.936507533401223,0.2243999146171293,0.18191154876322668
407,Jeremy Davies,D,26.8,71,180,40.83746408609502,15.117732602628768,0.5435347340217738,0.9749465059036371
408,Jeremy Lauzon,D,26.4,73,204,66.53310652677463,15.825122304942957,0.1393555323927686,2.4266410296890317
409,Jesper Boqvist,C,24.9,72,180,63.03707797167834,12.110000701481898,0.4318116277119757,0.560011558910352
410,Jesper Bratt,L,25.2,70,175,74.33724252494368,15.162103524067888,2.8587327587739275,0.3096911637030648
411,Jesper Fast,R,31.8,73,191,75.05894836881185,13.132223632461862,0.3099162083866253,1.351338879173106
412,Jesper Froden,R,29.0,70,179,49.50028148953746,11.230589968705306,0.6912858359975544,0.38445925509971435
413,Jesperi Kotkaniemi,C,23.2,74,201,74.08503181588829,13.554948007638316,1.9653049208844289,0.35689337388657016
414,Jesse Puljujarvi,R,25.4,76,201,73.03508971480454,13.155271098248392,1.033919081074196,0.22252477248843616
415,Jesse Ylonen,R,24.0,73,188,55.44848631240488,11.33600169623656,1.1487281180329512,0.12457528045714406
416,Jimmy Vesey,L,30.4,75,202,74.09592021685684,12.243939468536944,0.1824908170450687,1.436207109044231
417,Joe Pavelski,C,39.2,71,200,74.46190272317823,13.954610005919086,2.5345107017085096,0.14198814539926596
418,Joe Snively,C,27.7,69,176,48.14571820452318,11.962495485991266,0.6562301410634568,0.29928822178003267
419,Joe Veleno,C,23.7,73,203,71.73629988401164,12.540126491086223,0.6395548931805413,0.5690099134329972
420,Joel Armia,R,30.3,75,216,61.23277312338473,12.242106706601335,0.932565166069356,1.8278521881926326
421,Joel Edmundson,D,30.3,77,221,68.52589189825942,16.190110135013303,0.0,3.0118277818663435
422,Joel Eriksson Ek,C,26.7,75,207,76.57904161041391,14.243524939331156,3.1837178323202786,2.005611605448723
423,Joel Farabee,L,23.6,72,183,73.49209199040429,14.776786247513355,2.250968002265772,1.2420816808783677
424,Joel Hanley,D,32.3,71,190,54.014011566501225,11.926013003365943,0.0,0.7335002842351843
425,Joel Kiviranta,L,27.5,71,185,67.84983868712729,10.53236054393071,0.2156802395262584,1.2979750481798178
426,Joel Teasdale,L,24.6,72,212,41.403029916973,11.564497588801714,0.9225666854659652,0.28535829911505683
427,Joey Anderson,R,25.3,72,207,57.26326016005687,10.70142767386148,0.3029306691004263,1.0371764107866133
428,John Carlson,D,33.7,75,215,66.08064709205122,17.90483875719082,3.547713434665153,1.6426445077027487
429,John Hayden,C,28.6,75,223,46.42959073036255,10.231859176726813,0.1859044589773673,0.6015745789453644
430,John Klingberg,D,31.1,75,190,72.10762148735404,18.558961363787184,2.4325089237776814,0.42801612142234124
431,John Leonard,L,25.2,71,196,43.69782210894032,10.504410339219824,0.9293249602123526,0.12893360858396208
432,John Marino,D,26.4,73,181,71.69092907528167,18.42041143088884,0.5690913762580276,2.7964759797448053
433,John Tavares,C,33.0,73,216,76.66616732759624,14.43936769096659,3.075849293390406,0.05096285201857109
434,Johnathan Kovacevic,D,26.2,76,208,73.19044039953684,15.581321734167602,0.1497845393743113,1.9196745724994622
435,Johnny Gaudreau,L,30.1,69,165,78.0294859656161,16.152942880961948,3.072158621063471,0.13507483205312554
436,Jon Merrill,D,31.7,75,204,71.48929115268233,15.009667478850025,0.0300978228963264,1.3499934093494501
437,Jonah Gadjovich,L,25.0,74,209,55.6927386369847,9.080086527859455,0.1944870543704766,0.10250330863563084
438,Jonas Brodin,D,30.2,74,196,70.20141296474644,19.551152722103662,0.6108195395569829,2.743837542069601
439,Jonas Rondbjerg,R,24.5,74,203,45.96086566022134,9.647926846637528,0.1949347570378528,0.48024358908216114
440,Jonas Siegenthaler,D,26.4,74,218,72.78885236862176,17.951533253921376,0.2001161476332118,2.287099972911614
441,Jonatan Berggren,R,23.2,71,197,67.03394741012762,11.244775308697363,1.5102762427100025,0.0
442,Jonathan Drouin,L,28.5,71,198,67.79959979789298,12.820353026646773,1.9900545338187667,0.2013817217591951
443,Jonathan Gruden,C,23.4,72,172,40.43178153267949,10.87681554421746,0.7869882867793239,0.20177457686575317
444,Jonathan Huberdeau,C,30.3,73,200,77.13122359430248,14.125870907499085,3.032016190737472,0.3386521685958864
445,Jonathan Marchessault,"C, R",32.8,69,183,75.00039349745053,14.889112799963282,2.127562483401391,0.05549184382626782
446,Jonathan Toews,C,35.4,74,201,65.58361380061618,12.838832166620495,2.4369068130331293,0.9908256076721143
447,Jonny Brodzinski,C,30.3,72,212,51.010304396239285,9.544783324376876,0.0881636325245727,0.5889128113695632
448,Joona Koppanen,L,25.6,77,216,43.69732792892071,11.55852073944479,0.9133618726207744,0.4721493728957995
449,Joona Luoto,L,26.0,75,210,44.894497826120784,10.237765541794827,0.6160417360256896,0.3144061376290921
450,Jordan Eberle,R,33.4,71,190,76.74605181984164,14.249185623502049,2.3182295273569773,0.041608300612001825
451,Jordan Greenway,L,26.6,78,231,69.9763443252615,13.551428496657886,0.668799646660011,0.6965079994722588
452,Jordan Gross,D,28.4,70,190,47.831136084905296,15.834953302182772,0.8369473350076477,1.015634600573331
453,Jordan Harris,D,23.2,71,189,65.05603120737631,16.214451291326988,0.2557105231281122,1.0022966330449883
454,Jordan Kyrou,C,25.4,73,196,75.65662283564396,15.469091419288413,2.7322813187833352,0.23596294414345786
455,Jordan Martinook,L,31.2,72,196,70.94438398175282,13.03306666453864,0.0879840773514235,1.693623736450883
456,Jordan Oesterle,D,31.3,72,187,60.48931385521502,16.049459857096764,0.182690382882606,0.7398220509392206
457,Jordan Spence,D,22.6,70,180,38.73616504168584,15.074947876036216,1.293078868167933,0.5255617109933868
458,Jordan Staal,C,35.1,76,220,75.04282700227773,13.45439435805019,0.3455339019623564,2.079746483990494
459,Jordie Benn,D,36.2,74,201,47.46110747072494,12.490728382901969,0.0,0.696941956050324
460,Joseph Cramarossa,C,30.9,73,190,45.58838064009792,10.915637198812975,0.5656732303828995,0.3117138848176749
461,Josh Anderson,R,29.4,75,218,72.06078823210112,14.507649312506045,1.7813492360931396,1.0245037277051734
462,Josh Archibald,R,31.0,70,176,69.9404983811639,8.240846813298887,0.0,1.5138405746827683
463,Josh Bailey,R,34.0,73,200,71.00511700081667,12.909014030117088,1.2746117303273858,1.112054264268723
464,Josh Brown,D,29.7,77,220,65.41903023959037,13.40845891439493,0.0381192285714613,2.472586211146433
465,Josh Dunne,C,24.8,76,211,44.19552322622815,11.00595619264497,0.8593042083542843,0.3093673690787232
466,Josh Leivo,L,30.4,74,192,65.29199611443336,11.051245621780527,0.622037501534823,0.14637352577098783
467,Josh Mahura,D,25.4,72,185,74.69032340282635,13.85356594833765,0.3324776242261944,0.6443047194148905
468,Josh Manson,D,32.0,75,218,54.3796889944668,16.101187016442243,0.0,2.015321018779373
469,Josh Morrissey,D,28.5,72,185,76.14551988663517,20.35036192655389,3.338470350437244,0.8826360558582014
470,Josh Norris,C,24.4,74,195,43.75549477712536,14.08905960685445,3.039800674554193,0.6180611914083765
471,Jujhar Khaira,L,29.1,76,212,65.0659915745633,11.560129099520005,0.7713735271519027,1.5117442081896402
472,Julien Gauthier,R,26.0,76,224,59.51799100764785,9.755922921961872,0.3470905343738457,0.19059740412522008
