,Player,Position,Age,Height,Weight,GP,EV ATOI,PP ATOI,PK ATOI
711,Owen Beck,C,19.7,71,190,33.177909519220904,9.071785869677358,0.2588767269722589,0.0
712,Owen Power,D,20.9,78,218,67.22195779729407,17.42773267968699,1.859385965303873,0.3899941487139391
713,Owen Tippett,R,24.6,73,207,70.25264750054465,14.567543990181743,2.2834252979205547,0.5060198321404173
714,Parker Kelly,L,24.4,72,190,58.02969546229036,9.228213864603935,0.3034452307131634,1.9338775541588529
715,Parker Wotherspoon,D,26.1,73,190,45.06022505025933,15.436221553057242,0.5060556859193017,1.1702379896268362
716,Pat Maroon,L,35.4,75,234,75.6797208503471,10.167476834295266,0.2016529627052774,0.0
717,Patric Hornqvist,R,36.7,71,189,51.19237720593487,7.020292665095408,0.6548439339729808,0.0
718,Patrice Bergeron,C,38.2,73,196,71.93398309600757,11.98439633888141,2.852646408403551,1.5354954125821014
719,Patrick Brown,C,31.3,73,210,62.18705110136901,10.067644019358568,0.070729743250427,1.2398704596260548
720,Patrick Kane,R,34.9,70,177,73.74364567278758,16.190663086567856,3.186404464070179,0.017796177367441657
721,Patrik Laine,L,25.5,77,205,64.29688646072688,16.336367832138716,3.33416911809656,0.22413146539653162
722,Patrik Nemeth,D,31.6,76,230,71.74856244052353,15.221975092749238,0.0,2.777180127962908
723,Paul Cotter,C,23.9,74,212,62.8596561219299,12.059845708700788,0.4002012483525059,0.017182924264461885
724,Paul Stastny,C,37.8,72,193,71.13516394750646,10.986854782928962,1.3549587887116084,0.06342721345983371
725,Pavel Buchnevich,L,28.5,73,196,71.92548196888298,15.067244780233905,2.750121263214495,1.811120818844837
726,Pavel Dorofeyev,L,22.9,73,194,46.07243323962596,11.16535271021581,1.0511369085640965,0.03627915095649559
727,Pavel Zacha,C,26.5,76,199,74.65397693690353,13.92130086302906,1.9804980274647328,1.306795817959815
728,Pavol Regenda,L,23.8,76,212,45.57372241921402,10.864797321985362,0.8410834688665167,0.17131977503223517
729,Peyton Krebs,C,22.7,72,187,66.41540807833248,12.72938160477647,1.4349091171770918,0.7484578668904895
730,Phil Kessel,"C, R",36.0,71,208,76.306061638867,11.834393360061007,1.4707147447455222,0.0
731,Philip Broberg,D,22.3,75,199,55.495573997797806,10.97954564834723,0.2715217544137389,0.6220911800635573
732,Philip Tomasino,C,22.2,72,179,50.403133026728455,10.149773904336634,1.3607877683558516,0.0
733,Philipp Kurashev,C,24.0,72,190,71.06237900551216,14.66165960618576,2.039585315192664,0.8383566302148442
734,Philippe Myers,D,26.7,78,219,45.05307523860952,15.584540535444765,0.1407037749075264,1.3432070827177451
735,Phillip Danault,C,30.6,73,200,77.09515835337457,14.652161226736446,1.847854211180561,1.7542968048551195
736,Phillip Di Giuseppe,L,30.0,72,193,56.42985271545607,11.824125474286248,0.2370421696470981,0.6055126544000962
737,Pierre Engvall,L,27.3,77,219,72.78869046756478,12.662086243608377,0.962414684762746,0.6151326457361466
738,Pierre-Edouard Bellemare,L,38.6,71,198,71.55414301372141,8.823584976812581,0.0,1.9926218038611294
739,Pierre-Luc Dubois,L,25.3,76,214,73.15195016487277,15.447572220599431,3.4373329758712408,0.28700364745497986
740,Pierre-Olivier Joseph,D,24.3,74,185,70.56215054054977,14.099288214807505,0.9716743010035882,0.35664932680310235
741,Pius Suter,C,27.4,71,179,77.33843132603494,13.374565975177704,0.5379936013170545,1.5568513249178881
742,Pontus Holmberg,R,24.6,72,202,56.10466022732947,10.196949979968172,0.6404854028205487,0.19152265560751947
743,Quinn Hughes,D,24.0,70,180,74.74739260493344,20.789283211495743,3.9875349972230327,1.479654970971143
744,Quinton Byfield,C,21.1,77,220,54.12503037611791,13.085678089917442,1.412197928364075,0.32927240426185334
745,Radek Faksa,C,29.7,75,225,77.1427184991378,12.598882432027196,0.4204040262588149,1.8228030861030269
746,Radim Simek,D,31.0,72,204,61.45921769124458,13.704103746438756,0.0,1.0135744940772202
747,Radim Zohorna,L,27.4,78,220,47.13044039504707,9.962308831211171,0.7997033764137902,0.2398454287740468
748,Radko Gudas,D,33.3,72,208,74.06510099103546,15.251591544314753,0.0,2.286070676473537
749,Rafael Harvey-Pinard,L,24.7,69,181,55.027449709738846,12.982850718504697,1.7080255815939789,1.0371973125980902
750,Rasmus Andersson,D,26.9,73,202,76.65465843968784,19.18480262892325,2.8455568141344587,2.1760834568961296
751,Rasmus Asplund,C,25.8,71,185,62.07375174717277,11.513180979905904,0.5208905485371018,0.8579992700867731
752,Rasmus Dahlin,D,23.5,75,202,75.34155721828091,21.13116701418292,3.535431976073134,1.4230016587716225
753,Rasmus Kupari,C,23.5,74,200,64.83861874392123,10.018695649873784,0.4221909185930705,1.1026866567518585
754,Rasmus Ristolainen,D,28.9,76,221,70.90955369825163,17.31351543921042,0.8643167305663653,2.211879583960981
755,Rasmus Sandin,D,23.6,71,182,63.55887765572498,17.287878453364026,1.879213668712194,0.6228920630927106
756,Reese Johnson,C,25.2,73,193,65.18474328355848,10.052495643477728,0.2263456781110249,1.0164348647435608
757,Reilly Smith,R,32.5,73,185,71.35598010143855,13.782273382534877,1.8711908648229143,1.3322214488889845
758,Rem Pitlick,C,26.5,71,186,63.13412203880334,12.021447937121373,1.1971342955513342,0.5761863071974727
759,Rickard Rakell,R,30.4,73,195,75.20944023161387,15.48266051374093,2.922883087259476,0.11484081702756632
760,Ridly Greig,C,21.1,72,183,44.05471678601752,10.068900854395524,0.6927588105407063,0.0
761,Riley Sheahan,C,31.8,74,214,44.70271501572829,9.377111022438855,0.0,1.7431044258645836
762,Riley Stillman,D,25.6,73,196,58.83796363021439,14.469195641359196,0.175984691144627,1.282786238371656
763,Riley Tufte,L,25.5,78,230,42.747556115948,10.646900338229454,0.7670639490515212,0.2887110356187442
764,Robby Fabbri,C,27.7,71,185,54.83356651423283,13.940546849563944,2.688698220894389,0.20702654522254937
765,Robert Bortuzzo,D,34.5,76,216,62.21769460109629,11.56347476240684,0.0,1.8129813206273568
766,Robert Hagg,D,28.6,74,210,57.88183404190714,14.825022694461705,0.0,1.6803484217646287
767,Robert Thomas,C,24.2,72,218,67.6950748008579,15.571482681733483,2.8636893043794185,1.1920384127786932
768,Robin Salo,D,25.0,74,190,43.66505271664212,14.387637715405592,1.100988644542351,0.5987507877635241
769,Roland McKeown,D,27.7,73,195,43.55293845048178,15.852735136167611,0.4478238614091485,1.4048670399448535
770,Roman Josi,D,33.3,73,201,71.40336143646141,20.59721007496772,3.0581763142853244,0.9835206000129206
771,Ronnie Attard,D,24.5,75,208,39.36285765599014,15.221075568581576,0.8579050385329667,1.1533528435336913
772,Roope Hintz,C,26.9,75,215,72.11465718593905,14.452652712313462,2.973981615932537,1.055122175226552
773,Ross Colton,C,27.1,72,194,71.03540423872671,11.649380256260176,1.350450361481388,0.18911833830273705
774,Ross Johnston,L,29.6,77,230,50.48780745669896,9.581434583451552,0.1130825771302985,0.17576969986615254
775,Rourke Chartier,C,27.5,71,190,45.4908115611256,11.563214384508267,0.8904429167659524,0.5573327084318693
776,Rudolfs Balcers,L,26.5,71,182,49.456957349650025,12.732335774692077,0.470967824265903,0.9218328355243242
777,Ryan Carpenter,C,32.7,73,198,52.95068292196336,9.031722892790928,0.0,1.4019864124983923
778,Ryan Donato,C,27.5,72,190,72.93344011388359,11.504142308361644,0.9797446624290248,0.21283499258835126
779,Ryan Graves,D,28.4,77,220,74.82551701481339,17.962129201635676,0.0833825574629825,2.5580658011581683
780,Ryan Hartman,R,29.0,72,197,71.84898939212147,14.44702204595038,1.479936574273046,0.9398922870722494
781,Ryan Johansen,C,31.2,75,218,68.97881425753808,12.999568079179468,2.9725801833469645,0.22103891095455963
782,Ryan Lindgren,D,25.6,72,190,70.49091231596232,17.805481627756944,0.1793731565901517,2.2967701150067916
783,Ryan Lomberg,L,29.1,69,187,67.96125299332809,11.01988607164074,0.2018671362819613,0.529719791107127
784,Ryan McDonagh,D,34.3,73,215,71.40152656966,18.22382621862579,0.020920620043825,2.8170907381520163
785,Ryan McLeod,C,24.0,74,207,66.27485960281489,11.94590459777463,1.1092652801154372,1.5249877625248518
786,Ryan Murray,D,30.0,73,206,47.72146731031268,13.552236365581289,0.0,1.2478253296924142
787,Ryan Nugent-Hopkins,C,30.5,72,195,73.90270386460492,14.352844763228436,3.7063737484139287,1.8113028109372769
788,Ryan O'Reilly,C,32.6,73,207,70.18201433631407,14.676979607614816,1.874327766721448,1.60176123218685
789,Ryan Poehling,C,24.7,74,196,61.90434397616454,10.124968761736191,0.5556249324997666,1.9685881555575362
790,Ryan Pulock,D,29.0,74,216,73.02610667683535,18.700955002170225,1.1517594161035791,1.7938619369573279
791,Ryan Reaves,R,36.7,74,225,66.47682932303528,9.28228108002804,0.0,0.0
792,Ryan Strome,C,30.2,73,191,77.01202526929713,14.916913574567868,2.268900658246144,0.4179716877682429
793,Ryan Suter,D,38.7,73,205,74.23641422555582,16.937607596218456,1.3487636637548492,1.20579641273395
794,Saku Maenalanen,R,29.3,76,214,70.57907632271092,9.193347152760769,0.1378339429200366,1.313716794039367
795,Sam Bennett,C,27.3,73,195,69.9305784025011,14.36762109882576,2.105517941668566,1.2385615378958241
796,Sam Carrick,C,31.7,72,200,64.77333416014922,9.711445899188565,0.1544294874402374,0.7393345099827262
797,Sam Gagner,C,34.1,71,201,65.32578884882517,10.781796190069466,1.2589562487427002,0.37885588948685567
798,Sam Lafferty,C,28.6,73,195,65.2981971225395,12.302903648547876,0.6094180547487673,1.4529403627331747
799,Sam Poulin,R,22.6,73,208,39.28876411950357,10.783843689186943,0.769039112314464,0.08144976027887962
800,Sam Reinhart,C,27.9,74,193,77.36524209979316,15.040210395789977,3.791347923088315,1.1905209952938203
801,Sam Steel,C,25.7,71,184,67.94101925705651,13.704580362589944,1.0284377793492117,0.903595956440406
802,Sammy Blais,L,27.3,74,206,72.66429382992344,11.18248975190036,0.9638087939371044,0.19533377448424694
803,Sampo Ranta,L,23.3,74,195,41.592842569346274,10.22070289281781,0.846953420203749,0.14922597627364065
804,Samuel Bolduc,D,22.8,76,220,43.78161835405129,13.998619059040974,0.964554072441557,0.6157121579352169
805,Samuel Fagemo,L,23.5,72,200,43.13431020365822,10.637830898136457,0.7318581345418809,0.18512013929503612
806,Samuel Girard,D,25.4,70,170,70.65564377686928,19.69797762381984,1.4919367137767017,1.5169365538432582
807,Samuel Knazko,D,21.1,73,198,34.58251270447292,13.85765453352857,0.5672098395825351,0.5794434190519304
808,Samuel Walker,C,24.3,70,180,44.07209003260229,11.356428094112829,0.7585492445047091,0.23055305813660498
809,Scott Harrington,D,30.6,74,204,61.73432154097685,15.917990114647884,0.0,0.8966077798374479
810,Scott Laughton,C,29.3,73,190,74.10137713500684,14.541277714295068,1.447167836277489,2.0189108817070034
811,Scott Mayfield,D,31.0,77,220,74.15438250380765,18.22789942047365,0.0,2.554656086049072
812,Sean Durzi,D,24.9,72,195,68.18908065954137,16.589889428771443,2.143290738821279,1.6241144971656674
813,Sean Farrell,C,21.9,69,175,39.48217379247578,10.726161303931203,0.7045923567733383,0.0
814,Sean Kuraly,C,30.7,74,213,72.53511015937059,12.959328081473569,0.1478082455944731,2.092752408806371
815,Sean Monahan,C,29.0,74,196,54.1014953119986,11.942758903425982,2.3978029914547725,0.6022004042574489
816,Sean Walker,D,28.9,71,195,71.8060398215139,14.342337803434807,0.0754580565786564,1.2364962301929179
817,Sebastian Aho,C,26.2,72,176,71.90228016747037,15.224938886840214,0.8021638310249071,0.6201507023437693
818,Semyon Der-Arguchintsev,C,23.0,70,188,39.09265959737809,11.041550501355712,0.8022484777992052,0.14582197571630717
819,Seth Jarvis,C,21.7,70,175,70.6173145453431,14.189492208238343,2.088359270777304,0.3675902402068172
820,Seth Jones,D,29.0,76,213,74.62839740955542,19.97433498497453,2.9895984390542907,2.0330006071810285
821,Shane Bowers,C,24.2,74,186,40.54532853740022,11.328848936547825,0.8884264028085105,0.2592722581223633
822,Shane Pinto,C,22.9,75,201,72.87783155542427,12.591618944327196,1.8608899956517064,0.26290716956856475
823,Shane Wright,C,19.7,72,192,36.284584302135535,8.597853124337732,0.2130070056960018,0.0
824,Shayne Gostisbehere,D,30.4,71,180,71.89908962511288,17.894318746401513,2.6104023980008058,0.8524309146500244
825,Shea Theodore,D,28.2,74,197,69.63573436688706,19.672725198715,2.3594471089056364,0.5058901681301924
826,Sheldon Dries,C,29.4,69,180,70.18295627600378,9.882442710850263,1.4015850770395528,0.5006992316095744
827,Sheldon Rempal,R,28.2,70,165,43.71864188723698,11.551807815643905,0.8767422033203374,0.4004831558899764
828,Sidney Crosby,C,36.2,71,200,73.5604869906423,15.925827957727062,3.3402182093271664,0.035888442261932885
829,Simon Benoit,D,25.0,75,203,66.93219810579488,16.177898970999664,0.1923122477219205,2.54144611979467
830,Simon Edvinsson,D,20.7,78,209,36.59713321858281,13.616226698210106,0.4450452687839432,0.32798486205382016
831,Simon Holmstrom,R,22.4,74,205,58.657447995553866,9.98124150525392,0.028266784274036,0.0
832,Sonny Milano,L,27.4,72,194,68.69655279839856,12.414178756786391,1.1457215920643156,0.18677714831543357
833,Spencer Stastney,D,23.7,72,184,41.088377606729935,15.362065196768269,0.6227217846994098,1.1638534268100924
834,Stanislav Svozil,D,20.7,72,183,33.686950030983155,13.634519712764362,0.5877668042978534,0.4461793753727106
835,Stefan Noesen,R,30.6,73,205,76.6487245598189,9.571296789357174,2.420186691530079,0.1442324501264891
836,Steven Fogarty,C,30.5,75,204,44.72761709548084,10.489075312581251,0.4592554813289027,0.34621969920995443
837,Steven Lorentz,C,27.5,76,206,72.49660309405843,10.912285748552506,0.3998975290968418,1.1354882828381812
838,Steven Santini,D,28.6,74,209,43.1764019198035,15.57918000284506,0.3237295172332988,1.377328474462164
839,Steven Stamkos,C,33.6,72,182,72.38734681910259,14.449163812998783,3.607914911775492,0.37363076860863986
840,T.J. Oshie,R,36.8,72,187,62.35166431081132,13.225340699393872,2.7882364133579847,0.1244718133376077
841,TJ Brodie,D,33.3,74,187,72.25084540632264,18.33175845610917,0.0307077724387037,2.5314086399947455
842,Tage Thompson,"C, R",25.9,78,220,71.94287052599852,14.998148804962488,3.157651191133401,0.6648206122843743
843,Tanner Jeannot,L,26.3,74,208,75.8026541325499,12.3063298842073,0.6086444044506385,1.9323446123616255
844,Tanner Laczynski,C,26.3,73,190,55.64410598446587,9.901549710848832,0.4736892277491529,0.3916730179468755
845,Tanner Pearson,L,31.1,73,201,49.78585654008128,12.75737397356507,1.340329154317995,0.647470119572187
846,Taro Hirose,L,27.3,70,162,44.09253882098225,10.215656939278508,2.2112307001382505,0.1863865936819714
847,Taylor Fedun,D,35.3,73,200,44.38402044525098,12.816268067571476,0.0,0.5422010797881212
848,Taylor Hall,L,31.9,73,210,72.12888211939996,13.96411974927648,2.231982387458243,0.07672646269796912
849,Taylor Raddysh,R,25.6,75,198,74.20374726990684,13.0622491913551,2.733998318200948,0.2822046785709442
850,Teddy Blueger,C,29.1,72,185,67.59167845649328,11.769219099166127,0.1563937908296813,2.0302874269926074
851,Teuvo Teravainen,L,29.1,71,191,73.05872850318679,12.736894422013505,2.3830159321348297,1.6232837265184474
852,Thomas Bordeleau,C,21.7,70,175,40.041920995557234,11.118685734854385,0.9310566264192608,0.0
853,Thomas Chabot,D,26.7,74,195,67.86717837075184,21.700158302506992,3.617596162896074,0.6243941419653141
854,Thomas Harley,D,22.1,75,205,38.00288637818674,13.112257883626858,0.249470807023125,0.0
855,Thomas Novak,C,26.4,73,179,63.69146844869974,12.212414518336349,2.475341924035273,0.18720159626922772
856,Tim Berni,D,23.6,72,192,62.966531567772805,15.672242439362702,0.3189421402396843,0.41819514838786365
857,Tim St��tzle,L,21.7,72,193,73.63668026473529,16.57402799643679,3.9550388351434895,1.1528119215601982
858,Timo Meier,R,27.0,73,220,76.12066548800757,16.578390706255018,2.817902143456412,0.2897866019289195
859,Timothy Liljegren,D,24.4,73,192,65.65412865203767,16.313941202229877,0.5895195229889807,1.582992937348638
860,Tobias Bjornfot,D,22.5,72,200,40.29736995470447,14.149738349309237,0.2483096409808456,0.735701334305876
861,Tom Wilson,R,29.5,76,220,57.60261034393433,14.018231319937671,2.1605281928557907,1.5094606548248377
862,Tomas Hertl,C,29.9,75,215,76.28206711731877,16.051495626110807,2.8502529470177143,0.6301689515727407
863,Tomas Nosek,L,31.1,75,205,68.5665075769125,10.70820707411685,0.0441613612981213,2.1624702330943935
864,Tomas Tatar,L,32.8,70,173,75.11757746134434,13.36244876188358,1.535721834125238,0.04766955257742311
865,Tony DeAngelo,D,27.9,71,180,68.80370263970931,17.59675200276976,2.919906549586896,1.1516886575621443
866,Torey Krug,D,32.5,69,194,68.81692475237242,16.652591797808668,2.5509264670915464,0.3993983864563819
867,Travis Boyd,C,30.0,72,190,72.66082500609868,13.177211527421113,2.055844183348495,0.8574335892858904
868,Travis Dermott,D,26.8,72,202,45.11769645052587,14.820836499677585,0.1268509919377487,0.9504283519771217
869,Travis Hamonic,D,33.1,73,200,64.06077557480769,15.943023207778772,0.0,2.7319322270189574
870,Travis Konecny,R,26.6,70,175,71.08511773373948,15.613159029875815,2.9203951395662213,1.4480317967470306
871,Travis Sanheim,D,27.5,75,181,76.5770896850809,18.995715721649084,0.6049398194584958,2.0470001131643247
872,Trent Frederic,C,25.6,75,214,69.79442023856426,12.087462446658009,0.312632379116144,0.5963664158898673
873,Trevor Lewis,C,36.7,73,201,75.5356391294091,9.770305228637104,0.0,1.5163654725249662
874,Trevor Moore,"C, L",28.5,70,195,72.96637847534909,14.022761529560212,1.7572074921858378,1.2668107302143499
875,Trevor Zegras,C,22.5,72,185,73.07305982784379,16.055401646141636,2.875931684316042,0.28669411747245455
876,Trevor van Riemsdyk,D,32.2,75,191,73.34779889974821,15.73722377002154,0.1573380202485382,2.4361481960947216
877,Trey Fix-Wolansky,R,24.4,67,191,44.10972434054362,10.936196306064932,0.848117986552064,0.20258982859068775
878,Tristen Robins,C,21.9,70,176,38.16381018982463,10.664959867869957,0.6625827228636796,0.0
879,Troy Stecher,D,29.5,70,184,76.8339550370959,14.673036553969093,0.0,2.157739606203735
880,Troy Terry,R,26.1,72,185,72.09381222178214,16.518006426744623,2.67578755920821,0.3277107796147264
881,Tucker Poolman,D,30.3,74,199,43.52572561581244,16.03324568958272,0.0,1.6017998491152938
882,Ty Dellandrea,C,23.2,73,195,73.3140776737416,11.522432094912888,0.0636935965467391,1.588335839424108
883,Ty Smith,D,23.5,71,180,41.25855629758421,15.178868149578657,1.8174984095637945,0.17092369402744878
884,Tyce Thompson,R,24.2,73,175,41.02238466588481,11.047670352147067,0.7419613938572551,0.23650496725715808
885,Tyler Angle,C,23.0,70,171,39.45503830365496,11.106166646459185,0.7620789030848387,0.14864481537982
886,Tyler Benson,L,25.5,72,190,42.39351653152872,9.38073478885623,0.4697579475458673,0.1699633113816046
887,Tyler Bertuzzi,L,28.6,73,186,65.37406688696822,13.977321028536585,2.7601652087039428,0.27303139685025235
888,Tyler Johnson,C,33.2,68,185,67.10659889744801,12.650048376666422,1.8445239153507829,0.019443323454854555
889,Tyler Kleven,D,21.7,76,200,38.21328732485373,13.876236136130707,0.7141463587821517,0.6352906347983462
890,Tyler Motte,"C, L",28.6,70,192,66.2404373856351,10.7704336169545,0.3283131502983345,1.8660199789526672
891,Tyler Myers,D,33.7,80,229,76.61074976367044,18.40351469025921,0.1566053747382327,2.2521864811066634
892,Tyler Pitlick,C,31.9,74,200,69.46266925213655,9.374699633740978,0.0,0.20992073305445513
893,Tyler Seguin,C,31.7,73,205,76.27558126422683,13.360939273518111,2.067766198504762,0.8171467843673059
894,Tyler Toffoli,R,31.4,72,203,75.71467062864427,13.37635647665712,2.648313090627932,0.6876006910493313
895,Tyler Tucker,D,23.6,73,204,48.667219813146346,14.430259833962223,0.4404165918684466,0.7239989947600667
896,Tyson Barrie,D,32.2,71,197,77.05807930487397,16.545159892423893,2.872221150291794,0.7362927410113351
897,Tyson Foerster,R,21.7,74,194,39.97350073383933,10.917598193765988,0.8410566515171021,0.0
898,Tyson Jost,C,25.6,71,187,74.64894084150691,12.531040024151798,0.3749645504564944,1.5156496842511222
899,Urho Vaakanainen,D,24.7,74,200,48.633018770670525,16.389819931575094,0.3874669787905909,1.0329961586180554
900,Valeri Nichushkin,R,28.6,76,210,67.76183959299077,14.89612972529964,3.100122689024376,1.7017191400441085
901,Vasily Podkolzin,R,22.3,73,190,53.90754039482361,10.868105727299922,0.4236806770532095,0.0
902,Victor Hedman,D,32.8,79,244,75.95699928940041,19.21950397003453,2.551014916522479,1.916329963646306
903,Victor Mete,D,25.3,69,187,43.98318661066664,13.01108939596179,0.4966488488579985,1.4355210300289682
904,Victor Olofsson,L,28.2,71,181,75.11455504480655,12.879304472987384,2.5428432272571664,0.16482028588189201
905,Victor Soderstrom,D,22.6,71,184,49.08079672428014,13.894304342062252,1.017670009994541,0.2255353785059433
906,Viktor Arvidsson,"L, R",30.5,70,185,72.48971812074137,14.875756259743884,2.242616799051368,0.13988028789469564
907,Ville Heinola,D,22.7,71,181,40.54401526434427,13.816247256718922,0.8440919040376558,0.22179498956526777
908,Vince Dunn,D,26.9,72,200,71.74893499673107,20.10727020099654,2.574285597390662,0.8604146133415185
909,Vincent Desharnais,D,27.3,78,215,56.276363312464966,13.193762334978404,0.1468072406470097,2.015342681842925
910,Vincent Iorio,D,20.9,76,200,34.47899587704364,13.563178996133257,0.5322703860596412,0.49776286719100127
911,Vincent Trocheck,C,30.2,71,184,75.98843934846904,15.292146043986966,2.8561620497194573,0.9253005296084851
912,Vinni Lettieri,C,28.6,70,184,43.91837532130194,11.151325947730763,1.5061724192438448,0.2392092447161367
913,Vinnie Hinostroza,C,29.5,70,183,54.66070856260246,12.822904690509976,0.2051007763970136,0.46803803660812227
914,Vitali Kravtsov,R,23.8,75,186,58.11462343577402,10.72709800897305,0.5611372764259428,0.01894980944875435
915,Vladimir Tarasenko,R,31.8,73,228,72.61757202135513,13.806923539044911,2.2781877840548863,0.10911224091351046
916,Vladislav Gavrikov,D,27.9,75,221,74.52050221024935,18.9383473443516,0.3681704400021715,2.9205440600916304
917,Vladislav Kolyachonok,D,22.4,73,193,36.64032704370287,14.115122670949496,0.3166975219866588,0.47468487235205026
918,Vladislav Namestnikov,C,30.9,72,179,75.10772677305219,11.82447132533246,0.9897448048117944,0.8316937369461874
919,Wade Allison,R,26.0,74,205,67.10657816355477,12.594772860534505,0.4513243095239123,0.1638144282742674
920,Walker Duehr,R,25.9,74,210,53.15885773496876,10.836926631486357,0.6156604619099035,0.23088537984651503
921,Warren Foegele,L,27.5,74,198,74.23424583520989,12.528797900649716,0.5805966902624282,0.7094840200685169
922,Wayne Simmonds,R,35.1,74,184,50.41531659306524,7.108430995207302,0.0,0.0
923,Will Borgen,D,26.8,75,204,75.75186096293756,15.105156589778572,0.1595076557294485,1.647787235898169
924,Will Cuylle,L,21.7,75,211,38.21183694506006,10.103543199826348,0.5567801656110585,0.0
925,William Bitten,C,25.2,71,180,42.932233053496674,11.356617042511072,0.8984638073747433,0.32050104144725733
926,William Carrier,L,28.8,74,218,67.88608256961626,12.131738073089256,0.4658364838986748,0.27834331447662986
927,William Dufour,R,21.7,74,215,36.98756307523358,10.401022536628256,0.6082118076410006,0.0
928,William Eklund,L,21.0,71,181,38.694720781191926,10.774997526424684,1.2064008561557653,0.0
929,William Karlsson,C,30.7,72,190,75.62143873014915,14.500465565084,1.7783390022342105,1.5279828690787884
930,William Lockwood,R,25.3,71,172,46.76392089721476,11.148788543764482,0.5323475934187438,0.3569656039546095
931,William Nylander,R,27.4,72,204,77.10394712800803,15.188190253711928,3.4013241440919826,0.349771830433222
932,Wyatt Johnston,C,20.4,73,185,68.65802623526454,11.228899440427329,1.1261210231229075,0.0
933,Wyatt Kaiser,D,21.2,72,173,37.64061182568446,14.041319261533872,0.5074652252346397,0.6635066512207977
934,Yakov Trenin,C,26.7,74,201,73.81274031451244,13.07540882383658,0.5547720926644153,1.812676320716438
935,Yanni Gourde,C,31.8,69,174,76.40427002488566,14.506969312960324,0.8521061964255099,1.8236452238278944
936,Yegor Chinakhov,R,22.7,73,204,50.7227449690592,10.733243223878922,1.0782428536750732,0.0
937,Yegor Sharangovich,C,25.3,74,196,74.78307933557684,13.65280416351485,0.5680561448082904,1.9306944672244848
938,Zac Dalpe,C,33.9,74,197,49.23451601208629,8.757811733110914,0.0,0.26193105031782926
939,Zac Jones,D,23.0,70,178,43.54550440916757,13.846301397097015,0.9349637012122224,0.23095194369223981
940,Zach Aston-Reese,C,29.1,73,205,72.18657808003958,11.12870610901798,0.1284920080557312,1.0851913807630251
941,Zach Bogosian,D,33.2,74,222,60.15510126518397,14.65285007351057,0.0,0.8572470893618649
942,Zach Hyman,L,31.3,73,211,73.08373909435227,16.015945205233518,3.002243663640096,0.9037621851980018
943,Zach Parise,L,39.2,71,195,71.6556446749327,12.013681598658197,1.0193973378428498,1.324718831837067
944,Zach Sanford,L,28.9,76,206,50.2986572850283,12.411823381201742,1.308007100191949,0.527941242125169
945,Zach Werenski,D,26.2,74,213,45.56715832624829,19.81448400816797,3.005835486030572,1.5169230793749717
946,Zach Whitecloud,D,26.8,74,207,66.36042481385297,16.801944241926762,0.106962785036669,1.7044659414215189
947,Zack Kassian,R,32.7,75,211,62.64459941480589,9.449913175741663,0.0119004278829399,0.09073256519284278
948,Zack MacEwen,C,27.2,75,205,65.38692588752714,11.14417488280277,0.6144609325476342,0.16728170730969028
949,Zemgus Girgensons,L,29.7,74,200,71.05166677484483,11.536596324990768,0.32797341312704,1.3630066513059127
